id,amount,admin,cofog,geocode
8895aad05cb64404a42af2cad534242b,"261455,92",Ured direktora Direkcije za finans.,01.1.1,Brčko Distrikt
f8db71ac76ed4373a5ac57019fa8ac06,"253072,16",Zakonodavna kancelarija,01.1.1,Brčko Distrikt
74e56c56fc814f3280aa98a17e13ae11,"230074,91",Služba za arhiv,01.3.3,Brčko Distrikt
78b58e57f74142348842371430bd6bd6,"223477,73",Apelaciona komisija,01.3.1,Brčko Distrikt
b5ce7c6136c0447892b00e08d41ec2e2,"212293,24",Pododjeljenje za izd. dozv. i ovlašt.u građevi.,06.6.0,Brčko Distrikt
1ff2559e5bb544e9b2069f94fd325715,"202319,41",Pododjeljenje za zajed. posl. i stru. nadzor,01.1.1,Brčko Distrikt
7c40084174b449aeb21463d5b692cff4,"158390,13",Služba zajedničkih poslova,01.1.1,Brčko Distrikt
9525491a07004084808789cc328ad1cc,"130686,26",Sektor registra,01.1.1,Brčko Distrikt
2a2760566da743ba926bac77c20d6d24,"97757,97",Odbor za zapošljavanje,01.3.1,Brčko Distrikt
a7f78afe625041e3a16911b21589e3e0,"92154,82",Upravna inspekcija,01.1.1,Brčko Distrikt
56e7b10c0be1453abc0bc245d4c0deef,"87901,98",Sekretarijat Vlade,01.1.1,Brčko Distrikt
6a913a87a2f24d139a60ddeb251f7351,"10198415,41",Uniformisana krim. policija i dr.,03.1.0,Brčko Distrikt
f87facb012ab4ce2ae83a6e969b114db,"4149943,59",Pododjeljenje za zašt. i spašav.,03.6.0,Brčko Distrikt
193f3ede044d424581292b82d8da117e,"3837310,31",Osnovni sud,03.3.0,Brčko Distrikt
5d7fa6e7265a4437b87b07e52b6e4d62,"2973041,8",Pravosudna komisija,03.3.0,Brčko Distrikt
38e7caa29989418196b150e86a2f79f0,"1448596,37",Tužilaštvo,03.3.0,Brčko Distrikt
40a1f830e8034718adf623ca83b17f54,"1047009,83",Apelacioni sud,03.3.0,Brčko Distrikt
a5987b5466664aaabeda54e5b9a6f4e0,"643557,5",Pravobranilaštvo,03.3.0,Brčko Distrikt
d93d6c58e66646dca4ecec5e23db4f3a,"500424,97",Administracija,03.6.0,Brčko Distrikt
cf962c2209794448abf5d996eb8e4a2c,"491171,74",Kancelarija za pravnu pomoć,03.3.0,Brčko Distrikt
cea00514c4434618af6d01fc72dafee6,"5769182,48",Pododjeljenje za privredni razvoj,04.1.1,Brčko Distrikt
e37af6ea9db04a4dad95e271159c4789,"8040625,65",Pododjeljnje za poljoprivredu,04.2.1,Brčko Distrikt
6666cc0ef9a540498b9b6d4f867be516,"2159384,86",Pododjeljenje za šumar. i vodoprivr.,04.9.0,Brčko Distrikt
8604079d76564d4eb8b8f229ba763424,"931971,95",Pododjeljenje za veterin.,07.6.0,Brčko Distrikt
09289b0cd2a14ddabde775253cbcb40d,"281668,63",Pododojeljenje za analizu i admin. podršku,04.9.0,Brčko Distrikt
686adc80dcae40b683ad3df091105519,"15645083,36",Opća bolnica Brčko,07.3.1,Brčko Distrikt
457b1952d4594eb0bde01c1343c92293,"10603810,76",Služba za admin. i statist. odjeljenja,07.6.0,Brčko Distrikt
1698b4addcf24475b75a9f0fd3c37ffc,"8326992,34",Zdravstveni centari,07.4.0,Brčko Distrikt
97eeb935b52249389efdb89e5a465b80,"1203626,76",Pododjeljenje za javno zdravstvo,07.6.0,Brčko Distrikt
4bb4df9e23794a908e1a00737240ef5b,9770360,Dječiji dodatak,10.4.0,Brčko Distrikt
939d49d1ac9944e38d3dd56d8664e05b,"3284069,9",Boračko-inv. zaštita i civil. žrtve rata,10.9.0,Brčko Distrikt
6ef204b236dd4dc09ba7cccd526323a1,1873270,Tuđa pomoć i njega,10.9.0,Brčko Distrikt
766ec1010da343a5958d6c87cba8fea9,1873000,Stalne novčane pomoći,10.9.0,Brčko Distrikt
e5457c7b7b99430fbbe1cc9485164a5a,1370000,Jednokratne novč. pomoći umirovljenika,10.2.0,Brčko Distrikt
328f137d48f1464bab3f00615de24d4a,1100000,Refundacija privr. subjekt. za porod odsust.,10.4.0,Brčko Distrikt
193a6c9111f24902b090f2cb9649021e,"831553,71",Centar za socijalni rad,10.9.0,Brčko Distrikt
67bd808a881e400d8429e64862d6cc90,700000,Sredstva za sub. osobama u stanju soc. potreba,10.9.0,Brčko Distrikt
e76d6f4ae90a47448c3e5e830b2ddb1a,590000,Smještaj maloljet. i punoljet. štićenika u ustanove,10.9.0,Brčko Distrikt
5468d70f2f4549e4aff279175bacad4a,300000,Izdaci za javnu kuhinju,10.9.0,Brčko Distrikt
0deac5d06b8544ff934e329b7b4ce7e0,200000,Jednokratne pomoći - 3 Fond Solidarnosti,10.9.0,Brčko Distrikt
59feed1d32014960b61be9ca7642fc9e,143400,Djeca i odrasli pod starateljstvom,10.4.0,Brčko Distrikt
1abc9577352346dc8edbf1cb2c4fff70,125160,Materinski dodatak,10.4.0,Brčko Distrikt
99290bb680554d269d7de3900062bbe0,117350,Oprema za novorođenče,10.4.0,Brčko Distrikt
893c5939d231485085746a451a9b734f,75000,Nabavka lijekova i trošk. sahrane za korisnike st. soc. pomoći,10.9.0,Brčko Distrikt
21dfa98948bd4a6f8a100a5f126c2846,"5434422,03",Pododjeljenje za turizam kulturu i sport,08.6.0,Brčko Distrikt
fbaaa85b3d9e4e4595e9d4980fd5650d,"20358517,26",Osnovno obrazovanje,09.1.2,Brčko Distrikt
4b1fcae0a54041aca81afacc1d8aaa3f,"9481124,22",Srednje obrazovanje,09.2.2,Brčko Distrikt
1014af8cc4b3433fa63a2c1c193aa7e2,"3136979,09",Pododjeljenje za zajed. poslove,09.8.0,Brčko Distrikt
924429355d0640c88bacfb45a87a878b,"1556891,94",Obdenište 'Naša djeca',09.1.1,Brčko Distrikt
9076639e1ede4f7ba132fb031b4daf97,550820,Pododjeljenje za visoko obrazov. i nauku,09.4.2,Brčko Distrikt
7bfcab8277ef4c9ba901df7ddffad346,"513314,62",Stručna služba osnovnog obrazovanja,09.8.0,Brčko Distrikt
ca161039085c4550ac2d4ce0b8d69833,"364881,01",Pododjeljenje za ljud. resur. I zapošljavanje.,09.8.0,Brčko Distrikt
68ae241e622643aca9e6302ea19bfb84,"261383,86",Pedagoška institucija,09.8.0,Brčko Distrikt
c127666bbb4b4050847e302c6d8ef59f,"81373,62",Stručna služba srednjeg obrazovanja,09.8.0,Brčko Distrikt
a78a1a3e63b244aab4e9127eae703467,"11634089,47",Pododjeljenje za puteve i parkove,04.9.0,Brčko Distrikt
dc715c449af24732892b83a596b0d7df,"4759195,58",Pododjeljenje za javne objekte,04.9.0,Brčko Distrikt
5b3ffc8b958049edb7de0ba41facdfda,"356324,13",Pododjeljenje za jav. saobrač.i održav.vozila,04.9.0,Brčko Distrikt
46d905401c144ee6bb47f8b21dc15ad4,"4032876,36","Odjeljenja za raselj. lica, izbjegl. i stamben. pitanja",06.6.0,Brčko Distrikt
4b33fb42f5604f5d83af864d3ebbfdb6,"3003782,26",Pododjeljenje za kapit. investic.,06.6.0,Brčko Distrikt
a8e357ff680145bf80f0e2303dc45779,"2051441,7",Pododjeljenje za razvoj i strateg. komun. usluga,06.5.0,Brčko Distrikt
d3446ae1388b4292b1876fda890344e8,10954914,Domaća i strana pozajmljivanja i otplate duga,01.7.0,Brčko Distrikt
ac2ccdca8fbf4914948d85bdf5840a6c,1000000,"Sudske presude i rješenja, sudska i vansuds poravnanja",03.3.0,Brčko Distrikt
df27333ba0d144b6a45ba0eb32f72f4f,"918682,96",Sredstva rezerve,01.1.2,Brčko Distrikt
bbbf03f961754d87aa95c8022cf307dd,4897740,Ministarstvo finansija,01.1.1,Bosanskopodrinjski kanton
c30e8cd751bd480ba3ca90195654580c,1236100,Skupština,01.1.1,Bosanskopodrinjski kanton
efd1459f26c44b46bf47983668e98368,569811,Inspektorat,01.1.1,Bosanskopodrinjski kanton
5715f322803c4316bfeaecc1f65a068f,487839,Služba za zajedn. poslove,01.1.1,Bosanskopodrinjski kanton
b0e5b416aaf84c8d95e4ee7935841bee,467652,Vlada,01.1.1,Bosanskopodrinjski kanton
11449202161c4e6dba9d1605e1ef74b3,194207,Uprava CZ,03.1.0,Bosanskopodrinjski kanton
b60b62161a8941ffb6428c33eb521625,5092275,Uprava policije,03.1.0,Bosanskopodrinjski kanton
9507fcc4dbb249668d1433c3e23a0941,1191894,MUP,03.1.0,Bosanskopodrinjski kanton
7529d7f767974452bd24c331b79f6b59,1008661,Opštinski sud,03.3.0,Bosanskopodrinjski kanton
8e44d6b68da64ba1b3d128b17682d970,469935,Kantonalni sud,03.3.0,Bosanskopodrinjski kanton
47368c67bf4f46b5873228edc821b923,232342,Kantonalno tužilaštvo,03.3.0,Bosanskopodrinjski kanton
15ebc4e902b54306bd0047b3c237128b,232025,"Min. za pravosuđe, upravu i radne odnose",01.1.1,Bosanskopodrinjski kanton
d885c8fd11e949098ed2bf02070e8cf3,109864,Kantonalno pravobranilaštvo,03.3.0,Bosanskopodrinjski kanton
7b52d27ac1fe49ee8c5013ef7759c964,29903,Zavod za bespl. pravnu pomoć,03.3.0,Bosanskopodrinjski kanton
39bfc1aa21174b97be2eea0f639e4836,6051534,Osnovno obrazovanje,09.1.2,Bosanskopodrinjski kanton
ac7a758aa09d431d995059f40368b46f,3350548,Srednje obrazovanje,09.2.2,Bosanskopodrinjski kanton
578213305ec4416584d68d5bca15acba,700000,Visoko obrazovanje,09.4.2,Bosanskopodrinjski kanton
b5de5ff260db4871bcac0ae7e79d7e34,2228347,"Min. za obrazovanje, kulturu i sport",01.1.1,Bosanskopodrinjski kanton
943b1196210a4f4985e087e4612ff8d8,5060848,Centar za socijalni rad,10.9.0,Bosanskopodrinjski kanton
94fd7970cd1341d3be3ef57af1ff631a,2185407,"Min. za soc. politiku, zdrav., ras. lica i izbj.",01.1.1,Bosanskopodrinjski kanton
7d223cb0439846c1bc76ae2bb41b2d8a,1612249,Min. za boračk. pitanja,01.1.1,Bosanskopodrinjski kanton
a12d0f330ad9483a888cb5850e7d2058,780990,Min. za urban. prostorn. uređenje i zašt. okoliša,06.2.0,Bosanskopodrinjski kanton
782f9a5a8fce4be5a35f78038c353ff2,2980302,Min. za privredu,01.1.1,Bosanskopodrinjski kanton
e00d203e9a02445ca7090fa4d133fd0b,2004941,Dir. za ceste,04.5.1,Bosanskopodrinjski kanton
8045d0e6c46e40f4baf5adcfd6b2ccbd,253257,Kan. uprava za šumarstvo,04.2.2,Bosanskopodrinjski kanton
3b1cbb2888d140a7b72d29974de1cadf,653886,Dir. robnih rezervi,01.1.1,Bosanskopodrinjski kanton
4b832f89872d43c5a01de34b93ba01ed,134131,Agencija za privatiz.,04.1.1,Bosanskopodrinjski kanton
517451464c0c4594b34bcecc483ba548,80906,Služba za odnose sa javnošću,01.1.1,Bosanskopodrinjski kanton
bf8bdd0fa39b41638a8143ab8196319f,78248,Ured premijera,01.1.1,Bosanskopodrinjski kanton
adae0107e62548e9bcb4b75a2a723603,69309,Ured za internu reviziju,01.1.1,Bosanskopodrinjski kanton
dd1c2d5f3b1a4df998a84fb9d53f4c4e,53960,Arhiv,01.3.3,Bosanskopodrinjski kanton
1879791af1c240faacd6d60d6464832c,8072989,Min. finasija,01.1.1,Hercegovačko-neretvanski kanton
148fa9e67d08474488f4d6bd9fb1b158,2818426,Ured/kabinet predsjednika Vlade HNŽ/K,01.1.1,Hercegovačko-neretvanski kanton
b7b506c791c04f3c912c8cc132dfa608,1810980,Skupština HNŽ/K,01.1.1,Hercegovačko-neretvanski kanton
d2c83f47f14d4f19a1a464d6b6ecbfdf,578840,Struč. služ. Vlade,01.1.1,Hercegovačko-neretvanski kanton
c6915364cf5b4e9e86841aefd2e7a4cd,410720,Arhiv,01.3.3,Hercegovačko-neretvanski kanton
4310a16d36d7446e8821ae792585b804,181030,Ured za zakonodavstvo,03.3.0,Hercegovačko-neretvanski kanton
8606b99414074ce8a99e609449590b62,35052150,MUP HNŽ/K,03.1.0,Hercegovačko-neretvanski kanton
c369a01824404904b5cfaa617edc85dd,13882271,Min. pravosuđa i uprave,01.1.1,Hercegovačko-neretvanski kanton
271acfa220ef4679876701c20ccf96ce,1204070,Uprava za CZ i vatrogastvo,03.2.0,Hercegovačko-neretvanski kanton
f3caf6d09e22440ebdb71e0439c310bd,2596570,Min. za pitanje branitelja/boraca,01.1.1,Hercegovačko-neretvanski kanton
74471c3c45be42ce8456672a8c26732d,533280,Uprava za progn. i izbjeg.,10.7.0,Hercegovačko-neretvanski kanton
cb2636ae03584874a84e77eccadba022,41093134,Osnovno obrazovanje,09.1.2,Hercegovačko-neretvanski kanton
9748f4ae9ffa4da2a4bafc8db3dbe1fd,23892420,Srednje obrazovanje,09.2.2,Hercegovačko-neretvanski kanton
09f0f48937e549c0b804363ecfa79cfc,7000000,Visoko obrazovanje,09.4.2,Hercegovačko-neretvanski kanton
1279c96ac84b4cb9981263c65d3db3db,4771250,"Min. prosvj., nauke i kult.",01.1.1,Hercegovačko-neretvanski kanton
6c30a3874bf84558a0aae25567e10344,423690,Pedagoški zavod Mostar,09.8.0,Hercegovačko-neretvanski kanton
b29d4ec0ffc44087836ec7889e7e782b,412960,Zavod za školstvo Mostar,09.8.0,Hercegovačko-neretvanski kanton
a2687b426c6543f7b9ad4138fde4cd6f,11429750,"Min. zdravstva, rada i soc. skrb.",07.6.0,Hercegovačko-neretvanski kanton
7b30851e1173441a8b56487241799a67,700000,"Kultura, šport i teološki institut",08.6.0,Hercegovačko-neretvanski kanton
0fd54b568cd345c3a100a48592d3d7dd,210000,Narodna knjižnica/biblioteka,08.2.0,Hercegovačko-neretvanski kanton
afde57d4d940495c8afbb33e2e03da5f,110760,Zavod za zaštitu kul. povj. baštine,08.2.0,Hercegovačko-neretvanski kanton
0a602292e68b425d9cbd656930cf595e,8148700,"Min. poljopr., šuma i vodoprivr.",01.1.1,Hercegovačko-neretvanski kanton
c3f0d5e39d0b4897b307e5c430c11858,6264710,Min. prometa i veza,01.1.1,Hercegovačko-neretvanski kanton
5e1000d0e7194f67b45502f57fc0078d,3198980,"Min. trgov., turiz i zaštite okoliša",01.1.1,Hercegovačko-neretvanski kanton
8e607ddc5fa8473ea49820a45f5381c4,2183500,Min. gospodarstva/privrede,04.1.1,Hercegovačko-neretvanski kanton
7f40232933fd4a8084e8b8397b9bb049,1760760,Min. graditelj. i prostornog uređenj.,01.1.1,Hercegovačko-neretvanski kanton
1390b1a0314e49bdb1b836311275d9c7,400690,Uprava za geo. i imov.-pravn. poslove,06.1.0,Hercegovačko-neretvanski kanton
340ec8da85e64101addc87d489a6fc9e,9434916,Min. finasija,01.1.1,Kanton 10
ddb0734eb9c74235b3a37a07243d0ad3,1843363,Skupština,01.1.1,Kanton 10
2f5cafa567d443188af4d5580e96da7e,1581025,Vlada,01.1.1,Kanton 10
9129b85bf0ee4c71859beb06d5df5cdf,1195801,Uprava za inspekc.posl.,01.1.1,Kanton 10
aa6c6db775364671a7096dfd7f07c8f4,126094,Ured za zakonodavstvo,03.3.0,Kanton 10
3fd189e72ab24ca480f803578b9b5a88,12261900,MUP,03.1.0,Kanton 10
a69ae6ced76c4e559527ff5a9234a0bc,4597738,Min. pravosuđ. i uprave,01.1.1,Kanton 10
40c72e7b190b4ab095ef290cb59831da,727371,Uprava za CZ,03.1.0,Kanton 10
d4555536a83e4137a4c1d6ab8d4749f3,2777752,Uprava za ceste,04.5.1,Kanton 10
9c3666cec3bc485994dfac85aeceea91,2018758,"Min. poljopr., vodopr. i šumar.",01.1.1,Kanton 10
5983c2d14455403fbaf90fd251c7532e,1351077,Min. gospodarstva,01.1.1,Kanton 10
4976fb8dd43245288e6f0af148c0f2b6,1011960,Uprava za šumar.,04.2.2,Kanton 10
72cd344dcf234b4fa8bcea80df625f4a,72304,Direk. robnih rezervi,01.1.1,Kanton 10
11306e1cae394078b32232ac5a092527,3870505,"Min. zdrav., rada, soc. skrbi i prognan.",07.6.0,Kanton 10
d8e081ee136248169c233f3618970846,1700342,Uprava za pitanje branitelja,10.9.0,Kanton 10
150aabe46c344dc1ab91b6375bd49c6f,15067153,Osnovno obrazovanje,09.1.2,Kanton 10
99af2ce6a1bb404a8cb6feb0632f0d52,8220551,Srednje obrazovanje,09.2.2,Kanton 10
48fb02ba4edc4de2b45d24e899a590dd,720000,Visoko obrazovanje,09.4.2,Kanton 10
198a7372cd944d318d58be0d9f709b2f,1524156,"Min. znanosti,prosvj., kult. i športa",01.1.1,Kanton 10
a5864fdaa0364b2c9df1a1da61899d42,609745,Min. graditeljstva,01.1.1,Kanton 10
92f8452c16214b3e91aba2d76609a08f,140382,Uprava za geo. imo.-pravne poslove,06.1.0,Kanton 10
0182f93bca9d4f4083da5a909a0fb481,43170900,Vlada,01.1.1,Kanton Sarajevo
aa6b632df4ab4e018122d2b27c5c8498,28258600,Min. finansija,01.1.1,Kanton Sarajevo
afb0d1502ecf48909a35af1c6676bd27,4540000,Stručna služ. za zajednič. poslove,01.1.1,Kanton Sarajevo
fcdd518cf0a7418395660f8a73e4c82a,2990900,Skupština,01.1.1,Kanton Sarajevo
955af078ad7e4735821366fa96b9c79b,512900,Zavod za informatiku i statistiku,01.3.3,Kanton Sarajevo
ecf72010ea7640acbe669b73cc6cc5e6,66967800,MUP,03.1.0,Kanton Sarajevo
927201274398430b9c69da14379fb51f,35274200,Min.pravde i uprave,01.1.1,Kanton Sarajevo
9af1e96b08a5494798c376accea9675e,6643000,Prof. vatrogasna brigada KS,03.2.0,Kanton Sarajevo
78765d6a1cea4acb8bebd0ebde4c5076,3510900,Kantonalna uprava CZ,03.1.0,Kanton Sarajevo
fb32d6eb01484284a1f39b56723e3817,250200,Kant. zavod za pružanje bespl. prav. pomoći,03.3.0,Kanton Sarajevo
fe20b68ca7574560aa76937fad109cc2,50957500,Min. saobračaja,01.1.1,Kanton Sarajevo
4bfe274d08a245c7ae807836f91ff0ac,19837000,Min. privrede,01.1.1,Kanton Sarajevo
79c8d62bb63443f4bf5071c8466d0ec2,3653900,Zavod za planiranje razvoja KS,06.2.0,Kanton Sarajevo
d6be9f68a180403f9a36c5d81d145a8e,3594300,Direkcija za robne rezerve,01.1.1,Kanton Sarajevo
7bddbf1f817648d6aa8b1410161e8fae,5525900,Min. zdravstva,07.6.0,Kanton Sarajevo
e2374f585972485e97ddcf138abef1a5,87096300,Min. za rad soc. politiku raselj. lica i izbjeg.,10.7.0,Kanton Sarajevo
1d8bd7b0617640278dab27769a9dc531,29614500,Min. za boračka pitanja,01.1.1,Kanton Sarajevo
bd3c1da6bccb47aba910b1f730466259,28325500,Min. kulture i sporta,08.6.0,Kanton Sarajevo
625d7693855d46119e6f88a91ae57193,86308500,Min. obrazov. i nauke,01.1.1,Kanton Sarajevo
0e85b235d29e467195143433d1b5ab3f,86308500,Osnovno obrazovanje,09.1.2,Kanton Sarajevo
9de454ae08b44fef8a44f12ad5b0a4e7,55895800,Srednje obrazovanje,09.2.2,Kanton Sarajevo
e9a8ab117a7d409b8f0a0adb5948d1fe,66053900,Visoko obrazovanje,09.4.2,Kanton Sarajevo
ab8a0d888cac40c09191bf6e328bafca,7749900,Vrtići,09.1.1,Kanton Sarajevo
8bd875c5d8ef4f1185d2fcb462b3f584,55616600,Min. prostor. uređenja i zaštitu okoliša,01.1.1,Kanton Sarajevo
b9c466488408452ca466ef1d47c1022f,5914800,Min. stambene politike,01.1.1,Kanton Sarajevo
05e7a7dfd5284e9895901cd04947a49d,2122000,Zavod za izgradnju KS,06.2.0,Kanton Sarajevo
b3afc84aa016407aa8b46c74f45009c6,200000,Tekuća rezerva,01.1.2,Kanton Sarajevo
6b86536c7fd24ca9b28a84b86ce40234,35000000,Višak rashoda nad prihodima,01.1.2,Kanton Sarajevo
60a9b540e51d4291a9cc1b15ea8cfcb9,1524900,Min. finasija,01.1.1,Posavski kanton
a0ac860620b7479eb65473a3bb5a2c6a,887000,Vlada,01.1.1,Posavski kanton
6b865e59d00b42ac9f4337bdbdf40d3e,759400,Skupština,01.1.1,Posavski kanton
d953a2b3820d44a494a5d5bad8b1de7c,538100,Zajednička služba Vlade,01.1.1,Posavski kanton
59375c12f62b4370b6a54fa12339d5cd,337100,Uprava za inspek. poslove,01.1.1,Posavski kanton
9ad2557cfdc74127a67d882195b4d148,5427700,MUP,03.1.0,Posavski kanton
924afaed7c2d474c9bc9feccd81dec40,1728200,Min. pravosuđ. i uprave,03.3.0,Posavski kanton
ad627993617444c6a0c20d1afda6e86e,597300,Kantonalni sud Odžak,03.3.0,Posavski kanton
1a27126779fa4402bb9df099e720353a,494600,Kantonalno tužiteljstvo,03.3.0,Posavski kanton
f9634a102c0342ccb446364aab46326d,291500,Uprava za CZ,03.1.0,Posavski kanton
86669031b71a4ca8a89813fca09e46c3,75000,Županijsko javno pravobranitelj.,03.3.0,Posavski kanton
2a2b2082706e4c608141f73d13607810,2929400,"Min poljopr., vodoprivr. i šumarstv.",01.1.1,Posavski kanton
9e02d845e0ec42599d675c5cf96f288d,1064200,"Min. promet veza, turiz. i zašt. okoliša",01.1.1,Posavski kanton
2ef61c24dd774938a0f76a8e244a57ab,648700,Min. gospodars. i prost. uređenja,04.1.1,Posavski kanton
26d568e0eb2e416eb3e5b796d48e9978,180000,Agencija za privatizaciju,04.9.0,Posavski kanton
eff448ef8b934d9dbf382ce4052862b4,7031900,Osnovno obrazovanje,09.1.2,Posavski kanton
c94dd02e038349709dac185b6948b102,3185450,Srednje obrazovanje,09.2.2,Posavski kanton
9d9b111ddee742488411a0f19f4255ca,1062350,"Min. prosvj., zanan., kulture i sporta",01.1.1,Posavski kanton
0bfe84db334d41b39bf3046892bf6175,1593700,"Min. zdravstva, rada i soc. politike",07.6.0,Posavski kanton
7676d7785aff4389aac119c05cae663e,688100,Min. branitelja,10.9.0,Posavski kanton
91849d429fe04020b97d508b7aa4f0a2,5279900,Min. finansija,01.1.1,Srednjebosanski kanton
8f05dd98ea0941a8a5690e4f57604be0,2798200,Skupština,01.1.1,Srednjebosanski kanton
4cf55905a96f4f6a97d6fdcce53f55d5,1656500,Vlada SBK,01.1.1,Srednjebosanski kanton
187c6f226ace45758a9faed46d06096c,349100,Kanton. arhiv,01.3.3,Srednjebosanski kanton
d8ccdd39ba3d49929ec20a90e8992278,33921400,MUP,03.1.0,Srednjebosanski kanton
eb33336614734fcaaeb6dcfe33b6e9eb,8966500,Općinski sudovi,03.3.0,Srednjebosanski kanton
5047409ead094f68986bbbe14bfbb383,2602300,Kanton. uprava za CZ,03.3.0,Srednjebosanski kanton
734529d7b04e4a46ad84e1150ddabbae,2281400,Kantonalni sud,03.3.0,Srednjebosanski kanton
eaed557b79024c20b8d46be3e327281c,1606000,Kanton. tužilaštvo SBK,03.3.0,Srednjebosanski kanton
f7b8ed835b614a00aae7d00dbe0df812,508500,Min. pravosuđ. i uprave,01.1.1,Srednjebosanski kanton
3c06a045d6f44da1bf0cad83e4ba597c,237100,Kanton. javno pravobr.,03.3.0,Srednjebosanski kanton
80cbfca3dd0f45f2bec6075fdc0b86e8,6546500,"Min. šumar., poljopr. i vodopr.",01.1.1,Srednjebosanski kanton
a0d1759a3a7c4759aa8fb162fafbe9e1,3352500,Min. privrede,04.1.1,Srednjebosanski kanton
fe1a8072add640e5987cd249a2b9fcc7,10772300,Min. zdrav. i soc. politike,07.6.0,Srednjebosanski kanton
beefc0c2ab2a42ebbb33ab969e2e566b,4467100,Kanton. uprava za pitanja borac i inv odb.-oslob. Rata,10.9.0,Srednjebosanski kanton
1c44fa5d185a427c9864d0f59a85d0e6,46479743,Osnovno obrazov.,09.1.2,Srednjebosanski kanton
23e33fe7b6444b03983cc8c0aca48dc2,22434100,Srednje obrazov.,09.2.2,Srednjebosanski kanton
89c93e1967094e828b8dd7a52a9162c9,3500000,Visoko obrazovanje,09.4.2,Srednjebosanski kanton
232fd016d8844ddc9c0696bb315cd2a7,5251300,"Min. obrazov., nauke, kult. i sporta",01.1.1,Srednjebosanski kanton
ea2ce70a1fe14352bdefa9c417997de9,2484300,"Min. prostr.uređenja, obn. i povrat.",01.1.1,Srednjebosanski kanton
a95b0066c4284f8392f1645b876cac5a,235200,Kant. uprava za geo. i imov-pravne posl.,04.8.4,Srednjebosanski kanton
75a6be4e070044cb828453786d00127d,219900,"Kanton. zavod za urb., prost. plan. i zašt. kult. histo. naslije.",06.2.0,Srednjebosanski kanton
d4408a75f49d40ac906c39065d9d1f78,1380000,Tekuća rezerva,01.1.2,Srednjebosanski kanton
a328ac2bcb854d719a4f807eb24860f1,"14322740,17",Vlada,01.1.1,Tuzlanski kanton
eda322b0b82f4caa8b5f5f36ae4d0719,"9718097,88",Min. finansija,01.1.1,Tuzlanski kanton
df48035bbe154f8f89e2031c62aa11d2,3722329,Uprava za inspek. poslove,01.1.1,Tuzlanski kanton
4b8f504a03c341088d42a8fd4f02e7a3,"2700499,99",Skupština,01.1.1,Tuzlanski kanton
b83cd3397cb2481ba5d951bb21daf450,1419265,Ured za zajed. poslove,01.1.1,Tuzlanski kanton
1ebda5523862463eaabfb5ffac322e44,17947918,"Min. poljop., šumar. i vodopr.",01.1.1,Tuzlanski kanton
e41e83d2f479478294c5b77c23fce6de,2640722,"Min. ind., energ. i rudarstva",01.1.1,Tuzlanski kanton
195f3d4a402b458b8eb7780f818e39a5,1187574,"Min. trgov., turizma i saobrač.",01.1.1,Tuzlanski kanton
321a9f360c474afdaca70add6fcc47aa,1122512,Min. razvoja i poduzetništva,04.1.1,Tuzlanski kanton
081cc959cbf24dc09576283d081c5c6c,137722,Direkc. robnih rezervi,01.1.1,Tuzlanski kanton
a55a4b1669294b7899fc4e1f27b2a759,"51273205,37",MUP,03.1.0,Tuzlanski kanton
65598b6d3bc14e81a74dc4520170f147,22175941,Min. pravosuđ. i uprave,01.1.1,Tuzlanski kanton
af73b1e8787842a88966c84d99d14da8,3773120,Uprava CZ,03.1.0,Tuzlanski kanton
e6c1eeb0368944e6a01a1b519aaee594,"77085752,33",Osnovno obrazovanje,09.1.2,Tuzlanski kanton
84bf64e47d4d437684f925dc81135875,"44338611,9",Srednje obrazovanje,09.2.2,Tuzlanski kanton
ea52c241ff504ac99d4dd4810ab3d858,39405642,Visoko obrazovanje,09.4.2,Tuzlanski kanton
bf8aabe5c34c45abafd1a0b9ca791abd,7544590,"Min. obraz. nauke, kult. i sporta",01.1.1,Tuzlanski kanton
a4db421726e54b7fa607fd19c1e89cdf,"643195,17",Pedagoški zavod,09.8.0,Tuzlanski kanton
e05c714409a34ebd93f27e8fc2acdb3a,419964,Min. zdravstva,07.6.0,Tuzlanski kanton
6016fcbdca314c268071e23ebb4f5c20,38373067,Min. za rad soc. politiku i povratak,10.9.0,Tuzlanski kanton
abc79968c9c8460494a66a39ab525b40,12550851,Min. za socij. pitanja,01.1.1,Tuzlanski kanton
6c0e1af2a738464090c3e0059b1ce5d2,2656827,Min. prosto. uređenja i zaštite okolice,01.1.1,Tuzlanski kanton
30611eb68ba949619ebfa1fe268c5242,3712433,Vlada,01.1.1,Unsko-sanski kanton
bcb2b376117d4739b33b7e9aecad5f27,3254795,Služ. a stručne i zajednič. poslove,01.1.1,Unsko-sanski kanton
6d309099953d45348c1e0b331c8a78d0,2992324,Min. finansija,01.1.1,Unsko-sanski kanton
ef7eaa6b900a452196086fce04e1788e,2274625,Skupština,01.1.1,Unsko-sanski kanton
4d818ca35c0f48dbbee85964f4f67dd1,1694138,Kanton. uprava za inspekc. poslove,01.1.1,Unsko-sanski kanton
08792a72ce1d444b89e025e9340a046b,388736,Kabinet premijera,01.1.1,Unsko-sanski kanton
659208b43c784055a810bb2e8f5d43fd,210786,Ured za zakonodavstvo,01.1.1,Unsko-sanski kanton
97ea6dc2c7724d8fb833c1c84313f545,8000,Ured za zajedničke poslove,01.1.1,Unsko-sanski kanton
